site,type,country,bu,id,kind,department,area,details,place,location
cho,aed,thailand,th,CHO-AED-CHB-No.01,AED,,IECO Chonburi,Semi-Automatic external defibrillator,,
cho,hydrant,thailand,th,CHO-FHC-IECO-CHB-001,Fire Hydrant,,,,กำแพงข้างศาล,IECO Chonburi
cho,hydrant,thailand,th,CHO-FHC-IECO-CHB-002,Fire Hydrant,,,,กำแพงฝั่ง GLOW,IECO Chonburi
cho,hydrant,thailand,th,CHO-FHC-IECO-CHB-003, Fire Hose Reel,,,,Cold Cut,IECO Chonburi
cho,hydrant,thailand,th,CHO-FHC-IECO-CHB-004, Fire Hose Reel,,,,Exit Back DECON,IECO Chonburi
cho,hydrant,thailand,th,CHO-FHC-IECO-CHB-005,Fire Hydrant,,,,รั้วหลังโรงล้าง,IECO Chonburi
cho,hydrant,thailand,th,CHO-FHC-IECO-CHB-006,Fire Hydrant,,,,กำแพงฝั่ง WMS,IECO Chonburi
cho,hydrant,thailand,th,CHO-FHC-IECO-CHB-007, Fire Hose Reel,,,,ในโรงล้างด้านหน้า,IECO Chonburi
cho,fireexit,thailand,th,CHO-FP-FXL-CHB-001,แบบแขวน,,Entrance-Exit office F1,,IECO Chonburi,
cho,fireexit,thailand,th,CHO-FP-FXL-CHB-002,แบบแขวน,,ทางเดินห้องโถง F1,,IECO Chonburi,
cho,fireexit,thailand,th,CHO-FP-FXL-CHB-003,แบบแขวน,,Canteen Office,,IECO Chonburi,
cho,fireexit,thailand,th,CHO-FP-FXL-CHB-004,แบบแขวน,,Exit Back Office F1,,IECO Chonburi,
cho,fireexit,thailand,th,CHO-FP-FXL-CHB-005,แบบกล่องยึดติดผนัง,,ทางลงบันได F2,,IECO Chonburi,
cho,fireexit,thailand,th,CHO-FP-FXL-CHB-006,แบบแขวน,,ทางเดินหน้าห้องน้ำ F2,,IECO Chonburi,
cho,fireexit,thailand,th,CHO-FP-FXL-CHB-007,แบบแขวน,,Exit Office F2 (ฝั่งตราชั่ง),,IECO Chonburi,
cho,fireexit,thailand,th,CHO-FP-FXL-CHB-008,แบบกล่องยึดติดผนัง,,Exit Back DECON,,IECO Chonburi,
cho,extinguisher,thailand,th,CHO-FE-CHB-01,Dry Chemical,,Entrance-Exit Office F1,,,IECO Chonburi
cho,extinguisher,thailand,th,CHO-FE-CHB-02,CO2,,Canteen Office,,,IECO Chonburi
cho,extinguisher,thailand,th,CHO-FE-CHB-03,CO2,,ทางลงบันได ชั้น 2,,,IECO Chonburi
cho,extinguisher,thailand,th,CHO-FE-CHB-04,Dry Chemical,,หน้าห้องน้ำ ชั้น 2,,,IECO Chonburi
cho,extinguisher,thailand,th,CHO-FE-CHB-05,CO2,,หน้าห้อง Server ชั้น 2,,,IECO Chonburi
cho,extinguisher,thailand,th,CHO-FE-CHB-06,CO2,,Emergency Exit ตราชั่งชั้น 2,,,IECO Chonburi
cho,extinguisher,thailand,th,CHO-FE-CHB-07,CO2,,Lab R.1 No.1,,,IECO Chonburi
cho,extinguisher,thailand,th,CHO-FE-CHB-08,CO2,,Lab R.1 No.2,,,IECO Chonburi
cho,extinguisher,thailand,th,CHO-FE-CHB-09,CO2,,Lab R.2 No.1,,,IECO Chonburi
cho,extinguisher,thailand,th,CHO-FE-CHB-10,Dry Chemical,,ห้องเก็บสารเคมีชั่วคราว,,,IECO Chonburi
cho,extinguisher,thailand,th,CHO-FE-CHB-11,CO2,,MDB Room No.1,,,IECO Chonburi
cho,extinguisher,thailand,th,CHO-FE-CHB-12,CO2,,MDB Room No.2,,,IECO Chonburi
cho,extinguisher,thailand,th,CHO-FE-CHB-13,Foam,,ข้างห้อง Fuel Tank NO.1,,,IECO Chonburi
cho,extinguisher,thailand,th,CHO-FE-CHB-14,Foam,,ข้างห้อง Fuel Tank NO.2,,,IECO Chonburi
cho,extinguisher,thailand,th,CHO-FE-CHB-15,Foam,,ข้างห้อง Fuel Tank NO.3,,,IECO Chonburi
cho,extinguisher,thailand,th,CHO-FE-CHB-16,Foam,,ข้างห้อง Fuel Tank NO.4,,,IECO Chonburi
cho,extinguisher,thailand,th,CHO-FE-CHB-17,Dry Chemical,,ริมกำแพงหลังโรงล้าง,,,IECO Chonburi
cho,extinguisher,thailand,th,CHO-FE-CHB-18,Dry Chemical,,ข้างห้อง Fire Fuel,,,IECO Chonburi
cho,extinguisher,thailand,th,CHO-FE-CHB-19,Dry Chemical,,ข้างห้อง Fire pump,,,IECO Chonburi
cho,extinguisher,thailand,th,CHO-FE-CHB-20,Dry Chemical,,กำแพงฝั่ง GLOW,,,IECO Chonburi
cho,extinguisher,thailand,th,CHO-FE-CHB-21,Dry Chemical,,กำแพงข้างศาล,,,IECO Chonburi
cho,extinguisher,thailand,th,CHO-FE-CHB-22,Dry Chemical,,ป้อม รปภ.,,,IECO Chonburi
cho,extinguisher,thailand,th,CHO-FE-CHB-23,Dry Chemical,,Control Room ชั้น2 โรงล้าง,,,IECO Chonburi
cho,extinguisher,thailand,th,CHO-FE-CHB-24,Dry Chemical,,Exit Back Decon yard,,,IECO Chonburi
cho,extinguisher,thailand,th,CHO-FE-CHB-25,CO2,,หลัง HPWJ Dome.2,,,IECO Chonburi
cho,extinguisher,thailand,th,CHO-FE-CHB-26,Dry Chemical,,กำแพงฝั่ง WMS,,,IECO Chonburi
cho,extinguisher,thailand,th,CHO-FE-CHB-27,Dry Chemical,,Cold Cut โรงล้าง,,,IECO Chonburi
cho,extinguisher,thailand,th,CHO-FE-CHB-28,Dry Chemical,,Exit Side Decon Yard,,,IECO Chonburi
cho,extinguisher,thailand,th,CHO-FE-CHB-29,Dry Chemical,,Forklift No.1,,,IECO Chonburi
cho,extinguisher,thailand,th,CHO-FE-CHB-30,Dry Chemical,,ข้าง HPWJ Dome.1,,,IECO Chonburi
cho,extinguisher,thailand,th,CHO-FE-CHB-31,Dry Chemical,,Workshop,,,IECO Chonburi
cho,extinguisher,thailand,th,CHO-FE-CHB-32,Dry Chemical,,FAB Temporary Area No.1,,,IECO Chonburi
cho,extinguisher,thailand,th,CHO-FE-CHB-33,Dry Chemical,,FAB Temporary Area No.2,,,IECO Chonburi
cho,extinguisher,thailand,th,CHO-FE-CHB-34,Dry Chemical,,ประตูหน้าโรงล้าง,,,IECO Chonburi
