site,type,country,bu,id,kind,name,sitename,place,location,owner,plantname
log,extinguisher,thailand,th,LOG-FHC-PP3-007,Fire Pump,,,ชั้น4Magazine 9 K5,Packaging K5,Packing,
log,extinguisher,thailand,th,LOG-FHC-PP3-008,Fire Pump,,,ชั้น1หน้าห้องเก็บม้วนกระดาษK6,Packaging K6,Packing,
log,extinguisher,thailand,th,LOG-FHC-BMP2-02,สายฉีดน้ำดับเพลิง,,,อาคารเก็บม้วนกระดาษ,Packing 2,Packing,
log,extinguisher,thailand,th,LOG-FE-SRB-02,CO2,,,PDD-SRB/หน้าอาคาร,อาคารวิจัยและพัฒนา,PDD,
log,extinguisher,thailand,th,LOG-FE.WH.1.02,Dry Chemical,,,หน้าโกดัง Mortar,"ITSC, Metro",CTC,
log,extinguisher,thailand,th,LOG-OL-FE-001,CO2,,,อาคารศูนย์บริการลูกค้าชั้น 2,ศูนย์บริการลูกค้า ชั้น 2,ศูนย์บริการลูกค้า,
log,extinguisher,thailand,th,LOG-KDC-FE-006,Dry chemical,,,คลัง A ข้างประตู,คลังสินค้าขอนแก่น ชั้น 1,คลังสินค้าขอนแก่น,
log,extinguisher,thailand,th,LOG-UDC-FE-007,Dry chemical,,,คลังสินค้าประตูหลัง,คลังสินค้าอุดรธานี ชั้น 1,คลังสินค้าอุดรธานี,
log,extinguisher,thailand,th,LOG-OL-SRT-FE-007,Dry chemical,,,บันไดทางขึ้นชั้น2,office ชั้น 2,ศูนย์กระจายสินค้าสุราษฎร์ธานี,
log,extinguisher,thailand,th,LOG-OL-SRT-FE-019,Dry chemical,,,,ห้องเก็บน้ำมัน,ศูนย์กระจายสินค้าสุราษฎร์ธานี,
log,extinguisher,thailand,th,LOG-OL-SRT-FE-033,CO2,,,,"Weighbridge 3,4",ศูนย์กระจายสินค้าสุราษฎร์ธานี,
log,extinguisher,thailand,th,LOG-OL-SRT-FE-035,Foam,,,,PM Office,ศูนย์กระจายสินค้าสุราษฎร์ธานี,
log,extinguisher,thailand,th,LOG-OL-SRT-FE-038,BF2000,,,,"Solar Rooftop, ดาดฟ้า",ศูนย์กระจายสินค้าสุราษฎร์ธานี,
log,extinguisher,thailand,th,LOG-PK-PLOC.014,Non CFC,,,อาคารจุดออกเอกสาร K.16,ศบล.ชั้น 1,Dispatching,
log,extinguisher,thailand,th,LOG-PK-PLOC.017,Dry chemical,,,อาคารจุด Gat-Out ( Y.2 ) ช่องที่ 1,ศบล.ชั้น 1,Dispatching,
log,extinguisher,thailand,th,LOG-PK-PLOC.022,Non CFC,,,ห้องชั่งรถยนต์โรงงาน 1,ห้องชั่ง รง. 1ชั้น 1,Dispatching,
log,extinguisher,thailand,th,LOG-PK-PLOC.024,Non CFC,,,ห้องชั่งรถยนต์โรงงาน 2 ( Taffa 1 ),ห้องชั่ง รง. 2ชั้น 1,Dispatching,
log,extinguisher,thailand,th,LOG-PK-PLOC.025,Non CFC,,,ห้องชั่งรถยนต์โรงงาน 2 ( Taffa 2 ),ห้องชั่ง รง. 2ชั้น 1,Dispatching,
log,extinguisher,thailand,th,LOG-PLOC.043,Dry chemical,,,ร้านที่ 3 ร้านขายข้าวแกงป้านวล,ศบล.ชั้น 1,Dispatching,
log,extinguisher,thailand,th,LOG-PP2-1-005,Dry chemical,,,ใต้ Bin Bag T1.,Packing 2ชั้น 1,Packing,
log,extinguisher,thailand,th,LOG-PP2-2-014,Dry chemical,,,หน้าห้องแผงควบคุมเก่า T1.,Packing 2ชั้น 2,Packing,
log,extinguisher,thailand,th,LOG-PP2-2-021,Dry chemical,,,หลังเครื่องบรรจุ Bucket PM.1,Packing 2ชั้น 2,Packing,
log,extinguisher,thailand,th,LOG-PP2-3-027,Dry chemical,,,ประตูทางเข้าอาคารเก็บ Stock ถุง,Packing 2ชั้น 3,Packing,
log,extinguisher,thailand,th,LOG-PP2-3-035,Dry chemical,,,ภายในอาคาร New Big Bag,Packing 2ชั้น 3,Packing,
log,extinguisher,thailand,th,LOG-PP2-3-036,Dry chemical,,,ภายในอาคาร New Big Bag,Packing 2ชั้น 3,Packing,
log,extinguisher,thailand,th,LOG-PP2-1-050,Dry chemical,,,เสาหน้าลานจอดรถยนต์ New W/H,Packing 2ชั้น 1,Packing,
log,extinguisher,thailand,th,LOG-PP2-1-057,Dry chemical,,,โรงเก็บเศษวัสดุหลัง W/H,Packing 2ชั้น 1,Packing,
log,extinguisher,thailand,th,LOG-DRF-BMP2-10,Dry chemical,,,อาคารเก็บม้วนกระดาษ เสาที่14 Packing2,Packing 2ชั้น 1,Packing,
log,extinguisher,thailand,th,LOG-DFR-PP3-008,Dry chemical,,,หน้าห้อง Compressor,Packing 3ชั้น,Packing,
log,extinguisher,thailand,th,LOG-DFR-PP3-022,Dry chemical,,,Bucket 3,Packing 3ชั้น,Packing,
log,extinguisher,thailand,th,LOG-DFR-PP3-025,Dry chemical,,,หน้า Roto 17,Packing 3ชั้น,Packing,
log,extinguisher,thailand,th,LOG-DFR-PP3-036,Dry chemical,,,หน้าห้องจ่ายปูนผง K 6,Packing 3ชั้น,Packing,
log,extinguisher,thailand,th,LOG-DFR-PP3-040,Dry chemical,,,ป้อมรปภ,Packing 3ชั้น,Packing,
log,extinguisher,thailand,th,LOG-DFR-PP3-050,Dry chemical,,,หน้าช่องจ่ายที่ 25,Packing 3ชั้น,Packing,
log,extinguisher,thailand,th,LOG-DFR-PP3-053,Dry chemical,,,หน้าห้องจ่ายปูนผง K 5,Packing 3ชั้น,Packing,
log,extinguisher,thailand,th,LOG-EE-009,Non CFC,,,ห้อง Sup k 6,Packing 3ชั้น,Packing,
log,extinguisher,thailand,th,LOG-EE-010,Dry chemical,,,ห้อง Sup k 6,Packing 3ชั้น,Packing,
log,extinguisher,thailand,th,LOG-EE-011,Non CFC,,,ห้อง Sup k 6,Packing 3ชั้น,Packing,
log,extinguisher,thailand,th,LOG-EE-018,CO2,,,Sup Warehouse,Packing 3ชั้น,Packing,
log,extinguisher,thailand,th,LOG-DRF-BMP-002,Dry chemical,,,ชั้น 1 ด้านหน้าทางเข้าอาคารเก็บม้วนกระดาษ K5 ข้างลิฟท์ขนถุงขวามือ,Packaging K5ชั้น 1,Packaging,
log,extinguisher,thailand,th,LOG-DRF-BMP-009,Dry chemical,,,ชั้น 1 ด้านหน้าทางเข้าห้องเก็บถุงชั้นล่าง K6,Packaging K6ชั้น 1,Packaging,
log,extinguisher,thailand,th,LOG-DRF-BMP-012,Dry chemical,,,ชั้น 4 ข้างห้องเก็บของ ด้านในที่เก็บถุง K6,Packaging K6ชั้น 1,Packaging,
log,extinguisher,thailand,th,LOG-FHC-BMP2-03,สายฉีดน้ำดับเพลิง,,,อาคารเก็บม้วนกระดาษ,Packing 2,Packing,
log,extinguisher,thailand,th,LOG-FE-RE-O1,Dry Chemical,,,ห้องทดสอบก้อนตัวอย่าง,"Roi-Et, Lab Roi-Et",CTC,
log,extinguisher,thailand,th,LOG-FE-LB-01,Dry Chemical,,,พื้นที่เก็บโมล,"EBKK, Lab Bangna",CTC,
log,extinguisher,thailand,th,LOG-FE.TC.1.01,CO2,,,ประตูทางเข้า,"ITSC, Metro",CTC,
log,extinguisher,thailand,th,LOG-KDC-FE-001,Dry chemical,,,ด้านหน้าออฟฟิศ,คลังสินค้าขอนแก่น ชั้น 1,คลังสินค้าขอนแก่น,
log,extinguisher,thailand,th,LOG-UDC-FE-005,Dry chemical,,,คลังสินค้าประตูหน้า,คลังสินค้าอุดรธานี ชั้น 1,คลังสินค้าอุดรธานี,
log,extinguisher,thailand,th,LOG-OL-SRT-FE-003,BF2000,,,ทางเดินสำนักงานขาย,office ชั้น 1,ศูนย์กระจายสินค้าสุราษฎร์ธานี,
log,extinguisher,thailand,th,LOG-OL-SRT-FE-017,Dry chemical,,,,ซ่อมบำรุง,ศูนย์กระจายสินค้าสุราษฎร์ธานี,
log,extinguisher,thailand,th,LOG-WB-PLOC.027,CO2 (11.9kg),,,ห้องชั่งรถยนต์โรงงาน 3,ห้องชั่ง รง. 3ชั้น 1,Dispatching,
log,extinguisher,thailand,th,LOG-WB-PLOC.054,Dry chemical,,,อาคารจุด Gat-Out โรงงาน2,ห้องชั่งโรงงาน 2ชั้น 1,Dispatching,
log,extinguisher,thailand,th,LOG-PLOC.047,Non CFC,,,อาคารออกเอกสารตู้ Kiosk K1,ศบล.ชั้น 1,Dispatching,
log,extinguisher,thailand,th,LOG-PP2-2-017,Dry chemical,,,หน้าห้องประชุม T1.,Packing 2ชั้น 2,Packing,
log,extinguisher,thailand,th,LOG-PP2-2-020,Dry chemical,,,เสาหลัง Truck Loader 3 -4 T1,Packing 2ชั้น 2,Packing,
log,extinguisher,thailand,th,LOG-PP2-3-032,Dry chemical,,,หน้าบันไดชั้นที่ 4,Packing 2ชั้น 3,Packing,
log,extinguisher,thailand,th,LOG-PP2-3-033,Dry chemical,,,หน้าบันไดชั้นที่ 5,Packing 2ชั้น 3,Packing,
log,extinguisher,thailand,th,LOG-PP2-1-045,CO2,,,ข้างห้องเก็บน้ำมันดีเซล,Packing 2ชั้น 1,Packing,
log,extinguisher,thailand,th,LOG-PP2-2-066,CO2,,,หน้าห้องแผงควบคุมใหม่ T2.,Packing 2ชั้น 2,Packing,
log,extinguisher,thailand,th,LOG-PP2-3-069,Dry chemical,,,เสาระหว่าง Roto 10 - 11,Packing 2ชั้น 3,Packing,
log,extinguisher,thailand,th,LOG-DRF-BMP2-03,Dry chemical,,,อาคารเก็บม้วนกระดาษ เสาที่6 Packing2,Packing 2ชั้น 1,Packing,
log,extinguisher,thailand,th,LOG-DRF-BMP2-05,Dry chemical,,,อาคารเก็บม้วนกระดาษ เสาที่8 Packing2,Packing 2ชั้น 1,Packing,
log,extinguisher,thailand,th,LOG-HAF-PP3-001,Non CFC,,,ห้องแผง K 5,Packing 3ชั้น,Packing,
log,extinguisher,thailand,th,LOG-DFR-PP3-009,Dry chemical,,,หน้าห้อง Compressor,Packing 3ชั้น,Packing,
log,extinguisher,thailand,th,LOG-DFR-PP3-035,Dry chemical,,,หน้าห้อง Compressor,Packing 3ชั้น,Packing,
log,extinguisher,thailand,th,LOG-DFR-PP3-042,Dry chemical,,,Paletizer 15,Packing 3ชั้น,Packing,
log,extinguisher,thailand,th,LOG-DFR-PP3-043,Dry chemical,,,Paletizer 17,Packing 3ชั้น,Packing,
log,extinguisher,thailand,th,LOG-DFR-PP3-044,Dry chemical,,,Paletizer 17,Packing 3ชั้น,Packing,
log,extinguisher,thailand,th,LOG-DFR-PP3-045,Dry chemical,,,หน้าช่องจ่ายที่ 8,Packing 3ชั้น,Packing,
log,extinguisher,thailand,th,LOG-DFR-PP3-047,Dry chemical,,,หน้าช่องจ่ายที่ 15,Packing 3ชั้น,Packing,
log,extinguisher,thailand,th,LOG-DFR-PP3-058,Dry chemical,,,ช่องจ่ายที่ 4,Packing 3ชั้น,Packing,
log,extinguisher,thailand,th,LOG-EE-013,Non CFC,,,ห้อง Sup k 6,Packing 3ชั้น,Packing,
log,extinguisher,thailand,th,LOG-EE-019,CO2,,,Sup Mixing plant,Packing 3ชั้น,Packing,
log,extinguisher,thailand,th,LOG-HRF-BMP-002,CO2,,,ชั้น 4 ที่เก็บถุงด้านหน้า K5,Packaging K5ชั้น 4,Packaging,
log,extinguisher,thailand,th,LOG-DRF-BMP-005,Dry chemical,,,ชั้น 4 ที่เก็บถุงด้านหน้า K5,Packaging K5ชั้น 4,Packaging,
log,extinguisher,thailand,th,LOG-FHC-PP3-003,Fire Pump,,,ชั้น4ภายในแผนกผลิตถุงK6 Bottomer1,Packaging K6,Packing,
log,extinguisher,thailand,th,LOG-FHC-PP3-010,Fire Pump,,,ชั้น4Magazine16 K6,Packaging K6,Packing,
log,extinguisher,thailand,th,LOG-FHC-PP3-014,Fire Pump,,,Wearhouse บริเวณด้านหน้าห้อง Fire pump,Warehouse PP3,Packing,
log,extinguisher,thailand,th,LOG-FHC-PP3-015,Fire Pump,,,Wearhouse บริเวณด้านหน้า Palletizer,Warehouse PP3,Packing,
log,extinguisher,thailand,th,LOG-FHC-BMP2-01,สายฉีดน้ำดับเพลิง,,,อาคารเก็บม้วนกระดาษ,Packing 2,Packing,
log,extinguisher,thailand,th,LOG-FE-LB-02,Dry Chemical,,,ข้างโม่ผสมคอนกรีต,"EBKK, Lab Bangna",CTC,
log,extinguisher,thailand,th,LOG-FE-LS-01,Dry Chemical,,,ห้องทดสอบก้อนตัวอย่าง,"Suratthani, Lab Suratthani",CTC,
log,extinguisher,thailand,th,LOG-FE-SRB-03,Dry Chemical,,,PDD-SRB/ห้องทดสอบ Mortar,อาคารปฏิบัติการฟิสิกส์,PDD,
log,extinguisher,thailand,th,LOG-FE.OB.2.05,CO2,,,ห้องประชุมสันติสุข,"ITSC, Metro",CTC,
log,extinguisher,thailand,th,LOG-FE.OB.3.08,Dry Chemical,,,ที่พักพนักงาน Outsource,"ITSC, Metro",CTC,
log,extinguisher,thailand,th,LOG-FE.TC.1.02,CO2,,,ทางเข้าห้องน้ำ,"ITSC, Metro",CTC,
log,extinguisher,thailand,th,LOG-FE.TC.1.10,CO2,,,หน้าห้องเก็บสารเคมี PDD,"ITSC, PDD-ITSC",PDD,
log,extinguisher,thailand,th,LOG-PP2-1-079,Dry Chemical,,,ข้างที่ชาร์ทแบตเตอรี่รถ 7 ตัน,Packing 2,Packing,
log,extinguisher,thailand,th,LOG-PP2-1-080,Dry Chemical,,,หม้อแปลงแสงอาทิตย์,Packing 2,Packing,
log,extinguisher,thailand,th,LOG-DRF-PP3-059,Dry Chemical,,,warehouse ,Packing 3,Packing,
log,extinguisher,thailand,th,LOG-DRF-PP3-060,Dry Chemical,,,warehouse ,Packing 3,Packing,
