site,type,country,bu,id,kind,holder,location,area,detail,engineno,registerdate,capacity
cmic,bulk,cambodia,cmic,CMIC-3A-7485,Bulk Truck,MH INFINITY,,,"HYUNDAI, 360HP Horsepower",N/A,15/01/2025,40T
cmic,bulk,cambodia,cmic,CMIC-3C-9834,Bulk Truck,MH INFINITY,,,"HYUNDAI, 355HP Horsepower",N/A,15/01/2025,40T
cmic,bulk,cambodia,cmic,CMIC-3C-9142,Bulk Truck,SOPHORN PP,,,"Hino, 355HP Horsepower",N/A,15/01/2025,40 tones
cmic,bulk,cambodia,cmic,CMIC-3F-4821,Bulk Truck,KATTY,,,"FRIGHT LINER, 300HP Horsepower",N/A,15/01/2025,40T
cmic,bulk,cambodia,cmic,CMIC-3A-2382,Bulk Truck,MH INFINITY,,,"HYUNDAI, 335HP Horsepower",N/A,15/01/2025,40T
cmic,bulk,cambodia,cmic,CMIC-3A-5839,Bulk Truck,MH INFINITY,,,"HYUNDAI, 320HP Horsepower",N/A,15/01/2025,40T
cmic,bulk,cambodia,cmic,CMIC-3D-4770,Bulk Truck,SOPHORN PP,,,"FUSO, 270HP Horsepower",N/A,15/01/2025,40 tones
cmic,bulk,cambodia,cmic,CMIC-3E-2073,Bulk Truck,SOPHORN PP,,,"Hyundai, 320HP Horsepower",N/A,15/01/2025,40 tones
cmic,bulk,cambodia,cmic,CMIC-3D-3808,Bulk Truck,KATTY,,,"INTERNA TIONAL, 330HP Horsepower",06R0169405,15/01/2025,40T
cmic,bulk,cambodia,cmic,CMIC-3E-2757,Bulk Truck,KATTY,,,"INTERNA TIONAL, 360HP Horsepower",79074173,15/01/2025,40T
cmic,bulk,cambodia,cmic,CMIC-3E-3171,Bulk Truck,KATTY,,,"FRIGHT LINER, 360HP Horsepower",3469827,15/01/2025,40T
cmic,bulk,cambodia,cmic,CMIC-3F-5405,Bulk Truck,KATTY,,,"INTERNA TIONAL, 300HP Horsepower",N/A,15/01/2025,40T
cmic,bulk,cambodia,cmic,CMIC-3F-7981,Bulk Truck,KATTY,,,"HYUNDAI, 355HP Horsepower",N/A,15/01/2025,40T
cmic,bulk,cambodia,cmic,CMIC-3A-7343,Bulk Truck,MH INFINITY,,,"ASIA GRANTO, 320HP Horsepower",N/A,15/01/2025,40T
cmic,bulk,cambodia,cmic,CMIC-3A-6207,Bulk Truck,SOPHORN PP,,,"Hyundai, 320HP Horsepower",N/A,15/01/2025,40 tones
