site,id,country,remark,yRegister,type,driverName,kind,details,area,bu,department,status,holder
log,สค71-1207,thailand,,,bag,,,,,th,,,
log,ชร70-8531,thailand,,,bag,,,,,th,,,
log,นว71-1146,thailand,,,bag,,,,,th,,,
log,นว70-9682,thailand,,,bag,,,,,th,,,
log,ปจ70-2900,thailand,,,bag,,,,,th,,,
log,อด70-5738,thailand,,,bag,,,,,th,,,
log,สบ70-9273,thailand,,,bag,,,,,th,,,
log,อด70-5432,thailand,,,bag,,,,,th,,,
log,ปจ81-6471,thailand,,,bag,,,,,th,,,
log,กท60-9276,thailand,,,bag,,,,,th,,,
log,อด70-3139,thailand,,,bag,,,,,th,,,
log,ชร71-0940,thailand,,,bag,,,,,th,,,
log,ชร70-9589,thailand,,,bag,,,,,th,,,
log,ชร70-8492,thailand,,,bag,,,,,th,,,
log,ปท71-2178,thailand,,,bag,,,,,th,,,
log,ลพ70-2419,thailand,,,bag,,,,,th,,,
log,กท64-4453,thailand,,,bag,,,,,th,,,
log,อย70-5407,thailand,,,bag,,,,,th,,,
log,สฎ70-7936,thailand,,,bag,,,,,th,,,
log,กท61-9650,thailand,,,bag,,,,,th,,,
log,กท61-7047,thailand,,,bag,,,,,th,,,
log,กพ70-2746,thailand,,,bag,,,,,th,,,
log,กพ70-4000,thailand,,,bag,,,,,th,,,
log,สบ72-6148,thailand,,,bag,,,,,th,,,
log,ปข70-3115,thailand,,,bag,,,,,th,,,
log,นว70-8143,thailand,,,bag,,,,,th,,,
log,นม88-3171,thailand,,,bag,,,,,th,,,
log,อย70-3195,thailand,,,bag,,,,,th,,,
log,อด70-2186,thailand,,,bag,,,,,th,,,
log,สบ72-3758,thailand,,,bag,,,,,th,,,
log,สท70-3126,thailand,,,bag,,,,,th,,,
log,สบ73-0518,thailand,,,bag,,,,,th,,,
log,มค70-3975,thailand,,,bag,,,,,th,,,
log,อย70-3138,thailand,,,bag,,,,,th,,,
log,อย70-6658,thailand,,,bag,,,,,th,,,
log,อย70-7156,thailand,,,bag,,,,,th,,,
log,อย70-2335,thailand,,,bag,,,,,th,,,
log,ชย70-3525,thailand,,,bag,,,,,th,,,
log,สบ72-0874,thailand,,,bag,,,,,th,,,
log,กพ70-3924,thailand,,,bag,,,,,th,,,
log,กท61-2421,thailand,,,bag,,,,,th,,,
log,อย70-4393,thailand,,,bag,,,,,th,,,
log,สบ71-2062,thailand,,,bag,,,,,th,,,
log,อย84-1326,thailand,,,bag,,,,,th,,,
log,สบ72-0034,thailand,,,bag,,,,,th,,,
log,สบ70-8071,thailand,,,bag,,,,,th,,,
log,สบ72-2482,thailand,,,bag,,,,,th,,,
log,อย71-7373,thailand,,,bag,,,,,th,,,
log,อด70-7092,thailand,,,bag,,,,,th,,,
log,นฐ72-3261,thailand,,,bag,,,,,th,,,
log,กจ81-8487,thailand,,,bag,,,,,th,,,
log,กท63-7481,thailand,,,bag,,,,,th,,,
log,สฎ70-7758,thailand,,,bag,,,,,th,,,
log,นว71-2605,thailand,,,bag,,,,,th,,,
log,นฐ73-0653,thailand,,,bag,,,,,th,,,
log,สบ71-3216,thailand,,,bag,,,,,th,,,
log,กท63-0597,thailand,,,bag,,,,,th,,,
log,อย83-0483,thailand,,,bag,,,,,th,,,
log,นฐ72-3574,thailand,,,bag,,,,,th,,,
log,อย70-6465,thailand,,,bag,,,,,th,,,
log,พล70-4815,thailand,,,bag,,,,,th,,,
log,พล70-4082,thailand,,,bag,,,,,th,,,
log,อย70-6467,thailand,,,bag,,,,,th,,,
log,อย71-2583,thailand,,,bag,,,,,th,,,
log,อย70-3113,thailand,,,bag,,,,,th,,,
log,ปจ81-6486,thailand,,,bag,,,,,th,,,
log,อด70-7283,thailand,,,bag,,,,,th,,,
log,ปข70-5322,thailand,,,bag,,,,,th,,,
log,กพ70-6153,thailand,,,bag,,,,,th,,,
log,กท63-7832,thailand,,,bag,,,,,th,,,
log,กท67-2577,thailand,,,bag,,,,,th,,,
log,อย70-3030,thailand,,,bag,,,,,th,,,
log,อย70-3053,thailand,,,bag,,,,,th,,,
log,สค71-1206,thailand,,,bag,,,,,th,,,
log,กพ70-3521,thailand,,,bag,,,,,th,,,
log,สบ72-1279,thailand,,,bag,,,,,th,,,
log,นว70-3975,thailand,,,bag,,,,,th,,,
log,สบ72-9831,thailand,,,bag,,,,,th,,,
log,สบ72-6467,thailand,,,bag,,,,,th,,,
log,กท60-9279,thailand,,,bag,,,,,th,,,
log,ปจ81-6498,thailand,,,bag,,,,,th,,,
log,สค71-1211,thailand,,,bag,,,,,th,,,
log,ปจ81-6500,thailand,,,bag,,,,,th,,,
log,อด70-7363,thailand,,,bag,,,,,th,,,
log,นว70-8145,thailand,,,bag,,,,,th,,,
log,สท70-2942,thailand,,,bag,,,,,th,,,
log,ปจ81-6478,thailand,,,bag,,,,,th,,,
log,สบ85-3982,thailand,,,bag,,,,,th,,,
log,ชย83-6310,thailand,,,bag,,,,,th,,,
log,สบ71-2097,thailand,,,bag,,,,,th,,,
log,กท61-9637,thailand,,,bag,,,,,th,,,
log,กท61-4483,thailand,,,bag,,,,,th,,,
log,อย82-0792,thailand,,,bag,,,,,th,,,
log,นฐ71-9170,thailand,,,bag,,,,,th,,,
log,สบ85-4174,thailand,,,bag,,,,,th,,,
log,นว70-8137,thailand,,,bag,,,,,th,,,
log,สบ72-1952,thailand,,,bag,,,,,th,,,
log,นว70-4046,thailand,,,bag,,,,,th,,,
log,อท70-1436,thailand,,,bag,,,,,th,,,
log,กท61-2228,thailand,,,bag,,,,,th,,,
log,กท64-0504,thailand,,,bag,,,,,th,,,
log,สบ71-7907,thailand,,,bag,,,,,th,,,
log,สก70-2081,thailand,,,bag,,,,,th,,,
log,อด83-7077,thailand,,,bag,,,,,th,,,
log,นว70-8155,thailand,,,bag,,,,,th,,,
log,สบ71-9035,thailand,,,bag,,,,,th,,,
log,สบ71-7635,thailand,,,bag,,,,,th,,,
log,ลป70-5990,thailand,,,bag,,,,,th,,,
log,สบ72-0015,thailand,,,bag,,,,,th,,,
log,อย71-1204,thailand,,,bag,,,,,th,,,
log,สค71-1208,thailand,,,bag,,,,,th,,,
log,ลป70-7036,thailand,,,bag,,,,,th,,,
log,อย84-3237,thailand,,,bag,,,,,th,,,
log,สบ87-3508,thailand,,,bag,,,,,th,,,
log,สบ72-6832,thailand,,,bag,,,,,th,,,
log,สบ70-8067,thailand,,,bag,,,,,th,,,
log,ชม71-2056,thailand,,,bag,,,,,th,,,
log,สบ72-2838,thailand,,,bag,,,,,th,,,
log,อย70-6430,thailand,,,bag,,,,,th,,,
log,สค71-1211,thailand,,,bag,,,,,th,,,
log,อด70-7369,thailand,,,bag,,,,,th,,,
log,กท62-2672,thailand,,,bag,,,,,th,,,
log,นว70-3247,thailand,,,bag,,,,,th,,,
log,อย72-0458,thailand,,,bag,,,,,th,,,
log,อย72-1453,thailand,,,bag,,,,,th,,,
log,กพ70-2748,thailand,,,bag,,,,,th,,,
log,อย71-2584,thailand,,,bag,,,,,th,,,
log,กท79-9373,thailand,,,bag,,,,,th,,,
log,สบ70-8070,thailand,,,bag,,,,,th,,,
log,กท61-9917,thailand,,,bag,,,,,th,,,
log,อด70-3044,thailand,,,bag,,,,,th,,,
log,อท70-1438,thailand,,,bag,,,,,th,,,
log,สบ87-9852,thailand,,,bag,,,,,th,,,
log,สบ72-0953,thailand,,,bag,,,,,th,,,
log,สบ72-6305,thailand,,,bag,,,,,th,,,
log,นว70-4891,thailand,,,bag,,,,,th,,,
log,ปข70-3424,thailand,,,bag,,,,,th,,,
log,สบ72-9545,thailand,,,bag,,,,,th,,,
log,ลป70-5827,thailand,,,bag,,,,,th,,,
log,อย70-3032,thailand,,,bag,,,,,th,,,
log,อย70-3038,thailand,,,bag,,,,,th,,,
log,อย70-2339,thailand,,,bag,,,,,th,,,
log,อย81-8515,thailand,,,bag,,,,,th,,,
log,ปข70-3159,thailand,,,bag,,,,,th,,,
log,นม71-6967,thailand,,,bag,,,,,th,,,
log,สบ72-3825,thailand,,,bag,,,,,th,,,
log,มค82-0264,thailand,,,bag,,,,,th,,,
log,กท67-4039,thailand,,,bag,,,,,th,,,
log,ปจ81-6464,thailand,,,bag,,,,,th,,,
log,สท70-4051,thailand,,,bag,,,,,th,,,
log,สบ73-0964,thailand,,,bag,,,,,th,,,
log,อด70-7084,thailand,,,bag,,,,,th,,,
log,อย72-3563,thailand,,,bag,,,,,th,,,
log,สบ71-2599,thailand,,,bag,,,,,th,,,
log,สบ72-1529,thailand,,,bag,,,,,th,,,
log,นฐ71-3415,thailand,,,bag,,,,,th,,,
log,กท61-7042,thailand,,,bag,,,,,th,,,
log,นว71-2603,thailand,,,bag,,,,,th,,,
log,นว70-8121,thailand,,,bag,,,,,th,,,
log,สบ87-6379,thailand,,,bag,,,,,th,,,
log,กท61-3635,thailand,,,bag,,,,,th,,,
log,สบ70-8068,thailand,,,bag,,,,,th,,,
log,ชน70-1337,thailand,,,bag,,,,,th,,,
log,นว70-4897,thailand,,,bag,,,,,th,,,
log,กท65-3812,thailand,,,bag,,,,,th,,,
log,นม71-3000,thailand,,,bag,,,,,th,,,
log,สบ72-9544,thailand,,,bag,,,,,th,,,
log,อด70-2229,thailand,,,bag,,,,,th,,,
log,ปข70-4936,thailand,,,bag,,,,,th,,,
log,อย70-3189,thailand,,,bag,,,,,th,,,
log,อย70-6914,thailand,,,bag,,,,,th,,,
log,อย70-3057,thailand,,,bag,,,,,th,,,
log,อย70-3193,thailand,,,bag,,,,,th,,,
log,อด70-7220,thailand,,,bag,,,,,th,,,
log,สบ87-9791,thailand,,,bag,,,,,th,,,
log,อย70-4394,thailand,,,bag,,,,,th,,,
log,นม90-3640,thailand,,,bag,,,,,th,,,
log,อย70-3036,thailand,,,bag,,,,,th,,,
log,สพ70-6540,thailand,,,bag,,,,,th,,,
log,กจ82-2702,thailand,,,bag,,,,,th,,,
log,นฐ71-1809,thailand,,,bag,,,,,th,,,
log,อท81-3034,thailand,,,bag,,,,,th,,,
log,อย70-5409,thailand,,,bag,,,,,th,,,
log,กท61-9641,thailand,,,bag,,,,,th,,,
log,กท63-2032,thailand,,,bag,,,,,th,,,
log,ชย83-5049,thailand,,,bag,,,,,th,,,
log,นฐ71-0442,thailand,,,bag,,,,,th,,,
log,กพ82-1934,thailand,,,bag,,,,,th,,,
log,อด70-3042,thailand,,,bag,,,,,th,,,
log,นว70-3313,thailand,,,bag,,,,,th,,,
log,อย71-1858,thailand,,,bag,,,,,th,,,
log,สบ71-3430,thailand,,,bag,,,,,th,,,
log,กพ83-7027,thailand,,,bag,,,,,th,,,
log,กท67-2579,thailand,,,bag,,,,,th,,,
log,สบ72-0877,thailand,,,bag,,,,,th,,,
log,สบ72-6306,thailand,,,bag,,,,,th,,,
log,ปจ70-2874,thailand,,,bag,,,,,th,,,
log,สบ73-0995,thailand,,,bag,,,,,th,,,
log,กท63-1970,thailand,,,bag,,,,,th,,,
log,นฐ72-3556,thailand,,,bag,,,,,th,,,
log,อย70-5463,thailand,,,bag,,,,,th,,,
log,กท64-0845,thailand,,,bag,,,,,th,,,
log,กพ70-5545,thailand,,,bag,,,,,th,,,
log,ชย81-8001,thailand,,,bag,,,,,th,,,
log,อย70-3142,thailand,,,bag,,,,,th,,,
log,อย70-6469,thailand,,,bag,,,,,th,,,
log,ขก85-0237,thailand,,,bag,,,,,th,,,
log,สบ72-0872,thailand,,,bag,,,,,th,,,
log,กท67-4849,thailand,,,bag,,,,,th,,,
log,ปจ81-6489,thailand,,,bag,,,,,th,,,
log,กท61-0170,thailand,,,bag,,,,,th,,,
log,อย72-0535,thailand,,,bag,,,,,th,,,
log,อด70-6102,thailand,,,bag,,,,,th,,,
log,อด70-7367,thailand,,,bag,,,,,th,,,
log,สบ87-9421,thailand,,,bag,,,,,th,,,
log,สบ70-7478,thailand,,,bag,,,,,th,,,
log,กท61-7044,thailand,,,bag,,,,,th,,,
log,สบ72-3637,thailand,,,bag,,,,,th,,,
log,ขก82-4223,thailand,,,bag,,,,,th,,,
log,พล70-2761,thailand,,,bag,,,,,th,,,
log,อย71-0327,thailand,,,bag,,,,,th,,,
log,สบ72-2337,thailand,,,bag,,,,,th,,,
log,อด70-6936,thailand,,,bag,,,,,th,,,
log,อด70-5249,thailand,,,bag,,,,,th,,,
log,นว70-8117,thailand,,,bag,,,,,th,,,
log,พช70-1113,thailand,,,bag,,,,,th,,,
log,ปข70-3073,thailand,,,bag,,,,,th,,,
log,สบ71-9198,thailand,,,bag,,,,,th,,,
log,ปข70-4954,thailand,,,bag,,,,,th,,,
log,ชย83-5816,thailand,,,bag,,,,,th,,,
log,กท64-0843,thailand,,,bag,,,,,th,,,
log,สบ72-0997,thailand,,,bag,,,,,th,,,
log,อด70-7322,thailand,,,bag,,,,,th,,,
log,บร70-3445,thailand,,,bag,,,,,th,,,
log,กท62-6936,thailand,,,bag,,,,,th,,,
log,สบ72-2305,thailand,,,bag,,,,,th,,,
log,อย70-4395,thailand,,,bag,,,,,th,,,
log,กท67-3726,thailand,,,bag,,,,,th,,,
log,ปข70-3161,thailand,,,bag,,,,,th,,,
log,นม89-2323,thailand,,,bag,,,,,th,,,
log,นว71-2607,thailand,,,bag,,,,,th,,,
log,สฎ70-7938,thailand,,,bag,,,,,th,,,
log,อท81-2662,thailand,,,bag,,,,,th,,,
log,อย70-3107,thailand,,,bag,,,,,th,,,
log,พล70-4340,thailand,,,bag,,,,,th,,,
log,ขก85-4303,thailand,,,bag,,,,,th,,,
log,อย71-0719,thailand,,,bag,,,,,th,,,
log,นว70-3972,thailand,,,bag,,,,,th,,,
log,ขก70-9163,thailand,,,bag,,,,,th,,,
log,สบ73-1039,thailand,,,bag,,,,,th,,,
log,สบ72-5395,thailand,,,bag,,,,,th,,,
log,กท62-6935,thailand,,,bag,,,,,th,,,
log,นม87-6586,thailand,,,bag,,,,,th,,,
log,สบ72-0996,thailand,,,bag,,,,,th,,,
log,สบ72-0927,thailand,,,bag,,,,,th,,,
log,สบ71-9050,thailand,,,bag,,,,,th,,,
log,สบ71-8824,thailand,,,bag,,,,,th,,,
log,บร70-3456,thailand,,,bag,,,,,th,,,
log,กพ70-3569,thailand,,,bag,,,,,th,,,
log,กท67-3730,thailand,,,bag,,,,,th,,,
log,ชม71-2098,thailand,,,bag,,,,,th,,,
log,สบ71-8909,thailand,,,bag,,,,,th,,,
log,นฐ71-9458,thailand,,,bag,,,,,th,,,
log,ชม70-9786,thailand,,,bag,,,,,th,,,
log,ชม71-2054,thailand,,,bag,,,,,th,,,
log,นม71-4886,thailand,,,bag,,,,,th,,,
log,ขก86-6610,thailand,,,bag,,,,,th,,,
log,กพ83-6130,thailand,,,bag,,,,,th,,,
log,สบ71-5184,thailand,,,bag,,,,,th,,,
log,สค71-1201,thailand,,,bag,,,,,th,,,
log,อด70-7359,thailand,,,bag,,,,,th,,,
log,อด70-5726,thailand,,,bag,,,,,th,,,
log,นฐ72-1728,thailand,,,bag,,,,,th,,,
log,ชย83-6580,thailand,,,bag,,,,,th,,,
log,ปจ81-6450,thailand,,,bag,,,,,th,,,
log,นว70-8133,thailand,,,bag,,,,,th,,,
log,อย70-3111,thailand,,,bag,,,,,th,,,
log,กท61-7038,thailand,,,bag,,,,,th,,,
log,กท61-7051,thailand,,,bag,,,,,th,,,
log,กท79-7049,thailand,,,bag,,,,,th,,,
log,อย70-6462,thailand,,,bag,,,,,th,,,
log,นว71-1144,thailand,,,bag,,,,,th,,,
log,ชย70-4889,thailand,,,bag,,,,,th,,,
log,นฐ72-3560,thailand,,,bag,,,,,th,,,
log,พล70-5113,thailand,,,bag,,,,,th,,,
log,อย70-5447,thailand,,,bag,,,,,th,,,
log,สป73-0349,thailand,,,bag,,,,,th,,,
log,อย70-6892,thailand,,,bag,,,,,th,,,
log,สบ72-0902,thailand,,,bag,,,,,th,,,
log,สบ72-9952,thailand,,,bag,,,,,th,,,
log,ปข70-3432,thailand,,,bag,,,,,th,,,
log,สบ71-7028,thailand,,,bag,,,,,th,,,
log,ขก83-7843,thailand,,,bag,,,,,th,,,
log,สบ72-4372,thailand,,,bag,,,,,th,,,
log,นฐ71-2078,thailand,,,bag,,,,,th,,,
log,นฐ72-9066,thailand,,,bag,,,,,th,,,
log,กพ70-3539,thailand,,,bag,,,,,th,,,
log,กท61-4477,thailand,,,bag,,,,,th,,,
log,ชม71-0507,thailand,,,bag,,,,,th,,,
log,อย70-6818,thailand,,,bag,,,,,th,,,
log,ชม70-9254,thailand,,,bag,,,,,th,,,
log,อด70-3141,thailand,,,bag,,,,,th,,,
log,นว71-0271,thailand,,,bag,,,,,th,,,
log,นฐ71-6478,thailand,,,bag,,,,,th,,,
log,สบ72-3641,thailand,,,bag,,,,,th,,,
log,สบ71-0389,thailand,,,bag,,,,,th,,,
log,อย71-4062,thailand,,,bag,,,,,th,,,
log,ปข70-2945,thailand,,,bag,,,,,th,,,
log,กท61-9647,thailand,,,bag,,,,,th,,,
log,สบ72-0821,thailand,,,bag,,,,,th,,,
log,พล70-4110,thailand,,,bag,,,,,th,,,
log,สบ70-9590,thailand,,,bag,,,,,th,,,
log,สบ72-1606,thailand,,,bag,,,,,th,,,
log,กท67-2581,thailand,,,bag,,,,,th,,,
log,สบ72-8732,thailand,,,bag,,,,,th,,,
log,สบ72-1990,thailand,,,bag,,,,,th,,,
log,สบ72-1541,thailand,,,bag,,,,,th,,,
log,สบ71-2601,thailand,,,bag,,,,,th,,,
log,นภ70-1121,thailand,,,bag,,,,,th,,,
log,สห70-2651,thailand,,,bag,,,,,th,,,
log,อด84-0292,thailand,,,bag,,,,,th,,,
log,ปข70-3094,thailand,,,bag,,,,,th,,,
log,สบ72-1436,thailand,,,bag,,,,,th,,,
log,อย70-2334,thailand,,,bag,,,,,th,,,
log,อย70-7015,thailand,,,bag,,,,,th,,,
log,กท79-9997,thailand,,,bag,,,,,th,,,
log,ปข70-3102,thailand,,,bag,,,,,th,,,
log,ปจ81-6468,thailand,,,bag,,,,,th,,,
log,ปจ70-2927,thailand,,,bag,,,,,th,,,
log,ปท83-8591,thailand,,,bag,,,,,th,,,
log,กท83-6130,thailand,,,bag,,,,,th,,,
log,ปจ81-6493,thailand,,,bag,,,,,th,,,
log,อย72-0606,thailand,,,bag,,,,,th,,,
log,อย70-5424,thailand,,,bag,,,,,th,,,
log,อท81-2453,thailand,,,bag,,,,,th,,,
log,อท81-2407,thailand,,,bag,,,,,th,,,
log,อย83-8766,thailand,,,bag,,,,,th,,,
log,ขก85-4646,thailand,,,bag,,,,,th,,,
log,พล70-4088,thailand,,,bag,,,,,th,,,
log,กท60-9726,thailand,,,bag,,,,,th,,,
log,ปท71-6171,thailand,,,bag,,,,,th,,,
log,ชร70-6826,thailand,,,bag,,,,,th,,,
log,นว70-8294,thailand,,,bag,,,,,th,,,
log,นว70-4554,thailand,,,bag,,,,,th,,,
log,อย71-9641,thailand,,,bag,,,,,th,,,
log,อย71-2585,thailand,,,bag,,,,,th,,,
log,สบ81-8798,thailand,,,bag,,,,,th,,,
log,นฐ71-3417,thailand,,,bag,,,,,th,,,
log,อย70-3109,thailand,,,bag,,,,,th,,,
log,กท64-0463,thailand,,,bag,,,,,th,,,
log,นว70-4072,thailand,,,bag,,,,,th,,,
log,สบ71-9196,thailand,,,bag,,,,,th,,,
log,ปข70-3552,thailand,,,bag,,,,,th,,,
log,สบ72-0937,thailand,,,bag,,,,,th,,,
log,อด70-7318,thailand,,,bag,,,,,th,,,
log,อด70-7320,thailand,,,bag,,,,,th,,,
log,สค71-1191,thailand,,,bag,,,,,th,,,
log,สบ72-9085,thailand,,,bag,,,,,th,,,
log,อท70-1455,thailand,,,bag,,,,,th,,,
log,สบ72-6825,thailand,,,bag,,,,,th,,,
log,สบ71-9108,thailand,,,bag,,,,,th,,,
log,ปข70-3110,thailand,,,bag,,,,,th,,,
log,ปข70-3098,thailand,,,bag,,,,,th,,,
log,ปจ81-6434,thailand,,,bag,,,,,th,,,
log,อย70-4388,thailand,,,bag,,,,,th,,,
log,อย72-0538,thailand,,,bag,,,,,th,,,
log,อด70-7365,thailand,,,bag,,,,,th,,,
log,สบ71-2595,thailand,,,bag,,,,,th,,,
log,กพ70-3326,thailand,,,bag,,,,,th,,,
log,นว71-1043,thailand,,,bag,,,,,th,,,
log,สบ71-8823,thailand,,,bag,,,,,th,,,
log,นว70-8153,thailand,,,bag,,,,,th,,,
log,อด70-5468,thailand,,,bag,,,,,th,,,
log,นม88-8352,thailand,,,bag,,,,,th,,,
log,สบ72-0903,thailand,,,bag,,,,,th,,,
log,สบ71-7612,thailand,,,bag,,,,,th,,,
log,สบ71-7615,thailand,,,bag,,,,,th,,,
log,สบ71-8321,thailand,,,bag,,,,,th,,,
log,อย72-3191,thailand,,,bag,,,,,th,,,
log,สบ87-3082,thailand,,,bag,,,,,th,,,
log,อย70-3131,thailand,,,bag,,,,,th,,,
log,อย70-3059,thailand,,,bag,,,,,th,,,
log,อย70-3191,thailand,,,bag,,,,,th,,,
log,ชม70-7362,thailand,,,bag,,,,,th,,,
log,สบ85-4173,thailand,,,bag,,,,,th,,,
log,อย72-0537,thailand,,,bag,,,,,th,,,
log,อย70-3105,thailand,,,bag,,,,,th,,,
log,กท67-4041,thailand,,,bag,,,,,th,,,
log,นม88-9559,thailand,,,bag,,,,,th,,,
log,อด70-6096,thailand,,,bag,,,,,th,,,
log,สบ72-4779,thailand,,,bag,,,,,th,,,
log,นว71-0192,thailand,,,bag,,,,,th,,,
log,อย70-5427,thailand,,,bag,,,,,th,,,
log,กท63-9454,thailand,,,bag,,,,,th,,,
log,ชย83-0437,thailand,,,bag,,,,,th,,,
log,ปจ81-6437,thailand,,,bag,,,,,th,,,
log,กท61-9643,thailand,,,bag,,,,,th,,,
log,กท64-7680,thailand,,,bag,,,,,th,,,
log,สบ72-0911,thailand,,,bag,,,,,th,,,
log,ชย81-7764,thailand,,,bag,,,,,th,,,
log,สบ71-8118,thailand,,,bag,,,,,th,,,
log,นว70-8125,thailand,,,bag,,,,,th,,,
log,อย70-2337,thailand,,,bag,,,,,th,,,
log,นว70-8127,thailand,,,bag,,,,,th,,,
log,กท60-1677,thailand,,,bag,,,,,th,,,
log,สบ73-0653,thailand,,,bag,,,,,th,,,
log,ขก85-7397,thailand,,,bag,,,,,th,,,
log,สบ72-0929,thailand,,,bag,,,,,th,,,
log,ปข70-3437,thailand,,,bag,,,,,th,,,
log,อย70-2321,thailand,,,bag,,,,,th,,,
log,ชม71-2097,thailand,,,bag,,,,,th,,,
log,สบ85-5591,thailand,,,bag,,,,,th,,,
log,กบ70-1365,thailand,,,bag,,,,,th,,,
log,สค71-1196,thailand,,,bag,,,,,th,,,
log,นฐ71-9460,thailand,,,bag,,,,,th,,,
log,นฐ86-7980,thailand,,,bag,,,,,th,,,
log,ปจ81-6494,thailand,,,bag,,,,,th,,,
log,นฐ71-6030,thailand,,,bag,,,,,th,,,
log,สบ72-9137,thailand,,,bag,,,,,th,,,
log,อท81-2661,thailand,,,bag,,,,,th,,,
log,อย72-1313,thailand,,,bag,,,,,th,,,
log,สบ71-8799,thailand,,,bag,,,,,th,,,
log,กท79-7045,thailand,,,bag,,,,,th,,,
log,อด70-3137,thailand,,,bag,,,,,th,,,
log,กท62-6377,thailand,,,bag,,,,,th,,,
log,อย82-7211,thailand,,,bag,,,,,th,,,
log,อย71-0717,thailand,,,bag,,,,,th,,,
log,กพ70-5044,thailand,,,bag,,,,,th,,,
log,สบ73-0617,thailand,,,bag,,,,,th,,,
log,นว70-8296,thailand,,,bag,,,,,th,,,
log,นว70-4111,thailand,,,bag,,,,,th,,,
log,กท64-0844,thailand,,,bag,,,,,th,,,
log,สบ71-7843,thailand,,,bag,,,,,th,,,
log,ปข70-3546,thailand,,,bag,,,,,th,,,
log,สบ72-0917,thailand,,,bag,,,,,th,,,
log,อด70-7326,thailand,,,bag,,,,,th,,,
log,อย70-2325,thailand,,,bag,,,,,th,,,
log,สบ72-0784,thailand,,,bag,,,,,th,,,
log,สบ72-3639,thailand,,,bag,,,,,th,,,
log,สบ72-0741,thailand,,,bag,,,,,th,,,
log,กท61-9645,thailand,,,bag,,,,,th,,,
log,นฐ72-6975,thailand,,,bag,,,,,th,,,
log,สบ73-0657,thailand,,,bag,,,,,th,,,
log,อย71-0471,thailand,,,bag,,,,,th,,,
log,สบ70-7533,thailand,,,bag,,,,,th,,,
log,ปจ81-6442,thailand,,,bag,,,,,th,,,
log,สบ73-0156,thailand,,,bag,,,,,th,,,
log,กบ70-1510,thailand,,,bag,,,,,th,,,
log,อย72-0536,thailand,,,bag,,,,,th,,,
log,อด70-7082,thailand,,,bag,,,,,th,,,
log,นว71-2601,thailand,,,bag,,,,,th,,,
log,อท81-2462,thailand,,,bag,,,,,th,,,
log,นฐ71-2741,thailand,,,bag,,,,,th,,,
log,สบ71-2593,thailand,,,bag,,,,,th,,,
log,รบ70-9672,thailand,,,bag,,,,,th,,,
log,อย70-5441,thailand,,,bag,,,,,th,,,
log,กท64-7678,thailand,,,bag,,,,,th,,,
log,กท63-9452,thailand,,,bag,,,,,th,,,
log,นว70-8147,thailand,,,bag,,,,,th,,,
log,อย71-2587,thailand,,,bag,,,,,th,,,
log,กท60-0810,thailand,,,bag,,,,,th,,,
log,กท60-2764,thailand,,,bag,,,,,th,,,
log,สบ70-8066,thailand,,,bag,,,,,th,,,
log,อย70-2329,thailand,,,bag,,,,,th,,,
log,สบ73-0126,thailand,,,bag,,,,,th,,,
log,กท65-0185,thailand,,,bag,,,,,th,,,
log,ปจ81-6488,thailand,,,bag,,,,,th,,,
log,นฐ89-4695,thailand,,,bag,,,,,th,,,
log,พช70-1115,thailand,,,bag,,,,,th,,,
log,นว70-4064,thailand,,,bag,,,,,th,,,
log,ชม71-2099,thailand,,,bag,,,,,th,,,
log,ชม70-8602,thailand,,,bag,,,,,th,,,
log,ลป70-7060,thailand,,,bag,,,,,th,,,
log,สบ86-6031,thailand,,,bag,,,,,th,,,
log,สบ72-0292,thailand,,,bag,,,,,th,,,
log,ลป70-5988,thailand,,,bag,,,,,th,,,
log,อย70-3103,thailand,,,bag,,,,,th,,,
log,ปข70-4934,thailand,,,bag,,,,,th,,,
log,มค82-0597,thailand,,,bag,,,,,th,,,
log,ปท71-2180,thailand,,,bag,,,,,th,,,
log,อย70-4890,thailand,,,bag,,,,,th,,,
log,อด70-7361,thailand,,,bag,,,,,th,,,
log,อย70-5413,thailand,,,bag,,,,,th,,,
log,กท60-0812,thailand,,,bag,,,,,th,,,
log,นฐ71-3380,thailand,,,bag,,,,,th,,,
log,สบ71-7488,thailand,,,bag,,,,,th,,,
log,อท81-2451,thailand,,,bag,,,,,th,,,
log,อท81-2398,thailand,,,bag,,,,,th,,,
log,สบ71-3428,thailand,,,bag,,,,,th,,,
log,สบ73-1448,thailand,,,bag,,,,,th,,,
log,นว70-8141,thailand,,,bag,,,,,th,,,
log,กท61-9639,thailand,,,bag,,,,,th,,,
log,กท62-2668,thailand,,,bag,,,,,th,,,
log,กพ70-2744,thailand,,,bag,,,,,th,,,
log,ปจ81-6483,thailand,,,bag,,,,,th,,,
log,สบ71-2548,thailand,,,bag,,,,,th,,,
log,กท61-7049,thailand,,,bag,,,,,th,,,
log,สบ71-7619,thailand,,,bag,,,,,th,,,
log,นว70-3048,thailand,,,bag,,,,,th,,,
log,กพ70-2742,thailand,,,bag,,,,,th,,,
log,นว71-1045,thailand,,,bag,,,,,th,,,
log,อด70-7281,thailand,,,bag,,,,,th,,,
log,นว70-8119,thailand,,,bag,,,,,th,,,
log,อท70-1440,thailand,,,bag,,,,,th,,,
log,อย70-3187,thailand,,,bag,,,,,th,,,
log,นว70-8129,thailand,,,bag,,,,,th,,,
