site,type,country,bu,id,kind,owner,place,holder,registerDate,status
cmic,extinguisher,cambodia,cmic,CMIC-CCR-02,ABC Powder,CCR Building,First Floor ,CCR Building,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CCR-19,CO₂,CCR Building,First Floor ,CCR Building,,Active
cmic,extinguisher,cambodia,cmic,CMIC-WHR-03,ABC Powder,WHR,Turbine and Generator Buildng,WHR,,Active
cmic,extinguisher,cambodia,cmic,CMIC-WHR-22,CO₂,WHR,Diesel Generator,WHR,,Active
cmic,extinguisher,cambodia,cmic,CMIC-PK-10,ABC Powder,Packing Plant,"Empty Bag Area, Groundfloor",Packing Plant,,Active
cmic,extinguisher,cambodia,cmic,CMIC-PK-24,ABC Powder,Packing Plant,"Packer Area, First Floor",Packing Plant,,Active
cmic,extinguisher,cambodia,cmic,CMIC-PK-34,ABC Powder,Packing Plant,"Packer Area, First Floor",Packing Plant,,Active
cmic,extinguisher,cambodia,cmic,CMIC-PK-35,ABC Powder,Packing Plant,"Packer Area, First Floor",Packing Plant,,Active
cmic,extinguisher,cambodia,cmic,CMIC-RM-01,ABC Powder,Raw Mill,Raw Mill,Raw Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-RM-02,ABC Powder,Raw Mill,Raw Mill,Raw Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-RM-10,ABC Powder,Raw Mill,Reclaimer,Raw Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-KN-05,ABC Powder,Kiln,"Pfister Calciner (451-PF1),",Kiln,,Active
cmic,extinguisher,cambodia,cmic,CMIC-KN-07,ABC Powder,Kiln,"Pfister Calciner (451-PF1),",Kiln,,Active
cmic,extinguisher,cambodia,cmic,CMIC-KN-19,ABC Powder,Kiln,Cooler Hydraulic,Kiln,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CR-07,ABC Powder,Crusher,291-BC1,Crusher,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CM-03,ABC Powder,Cement Mill,511-BCB (Drive Pulley),Cement Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CM-08,ABC Powder,Cement Mill,511-BC1 (Drive Pulley),Cement Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CM-10,ABC Powder,Cement Mill,511-BC2,Cement Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CM-15,ABC Powder,Cement Mill,561-BC1,Cement Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CM-22,CO₂,Cement Mill,Cement Mill Isolation Board,Cement Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CM-31,ABC Powder,Cement Mill,531-WF3,Cement Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CoS-02,ABC Powder,Coal Mill,Belt Conveyor L11-BC1,Coal Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CoS-03,ABC Powder,Coal Mill,Belt Conveyor L11-BC1,Coal Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CoS-15,ABC Powder,Coal Mill,Coal Crusher L11-RC1,Coal Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CoS-29,ABC Powder,Coal Mill,Coal Storage,Coal Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CoS-39,ABC Powder,Coal Mill,Coal Storage,Coal Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CoS-49,ABC Powder,Coal Mill,Coal Storage,Coal Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CoS-54,ABC Powder,Coal Mill,Coal Storage,Coal Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CoM-66,ABC Powder,Coal Mill,Belt Conveyor L21-BC2,Coal Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CoM-75,ABC Powder,Coal Mill,Belt Conveyor L21-BC3,Coal Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CoM-76,ABC Powder,Coal Mill,Belt Conveyor L21-BC3,Coal Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CoM-77,ABC Powder,Coal Mill,Raw Coal Bin L21-2B1,Coal Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CoM-88,ABC Powder,Coal Mill,"Screw Conveyor L61-SC1,2,3&4",Coal Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-AC-04,CO₂,Air Compressor Room,Air Compressor Clinker,Air Compressor Room,,Active
cmic,extinguisher,cambodia,cmic,CMIC-MN-03,ABC Powder,Maintenance Workshop,Maintenance Workshop,Maintenance Workshop,,Active
cmic,extinguisher,cambodia,cmic,CMIC-MN-09,ABC Powder,Maintenance Workshop,Maintenance Workshop,Maintenance Workshop,,Active
cmic,extinguisher,cambodia,cmic,CMIC-MN-13,ABC Powder,Maintenance Workshop,Maintenance Workshop,Maintenance Workshop,,Active
cmic,extinguisher,cambodia,cmic,CMIC-ADM-04,CO₂,Admin Building,"Admin Building, GF",Admin Building,,Active
cmic,extinguisher,cambodia,cmic,CMIC-ADM-14,ABC Powder,Admin Building,"Admin Building, Parking West",Admin Building,,Active
cmic,extinguisher,cambodia,cmic,CMIC-ACC-02,BC Powder,Accomodation,Building A102,Accomodation,,Active
cmic,extinguisher,cambodia,cmic,CMIC-ACC-09,BC Powder,Accomodation,Building B103,Accomodation,,Active
cmic,extinguisher,cambodia,cmic,CMIC-ACC-10,BC Powder,Accomodation,Building B104,Accomodation,,Active
cmic,extinguisher,cambodia,cmic,CMIC-ACC-35,BC Powder,Accomodation,Building D115,Accomodation,,Active
cmic,extinguisher,cambodia,cmic,CMIC-ACC-41,ABC Powder,Accomodation,Building D205,Accomodation,,Active
cmic,extinguisher,cambodia,cmic,CMIC-ACC-69,ABC Powder,Accomodation,Building M03,Accomodation,,Active
cmic,extinguisher,cambodia,cmic,CMIC-QW-09,ABC Powder,Quarry,Quarry Workshop,Quarry,,Active
cmic,extinguisher,cambodia,cmic,CMIC-QW-23,ABC Powder,Quarry,Explosive Magazine,Quarry,,Active
cmic,extinguisher,cambodia,cmic,CMIC-QW-25,ABC Powder,Quarry,Explosive Magazine,Quarry,,Active
cmic,extinguisher,cambodia,cmic,CMIC-QA-05,CO₂,QA,Physical Laboratory,QA,,Active
cmic,extinguisher,cambodia,cmic,CMIC-QA-08,CO₂,QA,Physical Laboratory,QA,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CCR-05,ABC Powder,CCR Building,First Floor ,CCR Building,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CCR-07,ABC Powder,CCR Building,First Floor ,CCR Building,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CCR-22,CO₂,CCR Building,Ground Floor,CCR Building,,Active
cmic,extinguisher,cambodia,cmic,CMIC-WHR-09,ABC Powder,WHR,Turbine and Generator Buildng,WHR,,Active
cmic,extinguisher,cambodia,cmic,CMIC-WHR-12,ABC Powder,WHR,Turbine and Generator Buildng,WHR,,Active
cmic,extinguisher,cambodia,cmic,CMIC-WHR-35,ABC Powder,WHR,Chemical mixing Room,WHR,,Active
cmic,extinguisher,cambodia,cmic,CMIC-PK-06,ABC Powder,Packing Plant,"Empty Bag Area, Groundfloor",Packing Plant,,Active
cmic,extinguisher,cambodia,cmic,CMIC-PK-20,ABC Powder,Packing Plant,"Packer Area, First Floor",Packing Plant,,Active
cmic,extinguisher,cambodia,cmic,CMIC-PK-22,ABC Powder,Packing Plant,"Packer Area, First Floor",Packing Plant,,Active
cmic,extinguisher,cambodia,cmic,CMIC-PK-25,ABC Powder,Packing Plant,"Packer Area, First Floor",Packing Plant,,Active
cmic,extinguisher,cambodia,cmic,CMIC-PK-33,ABC Powder,Packing Plant,"Packer Area, First Floor",Packing Plant,,Active
cmic,extinguisher,cambodia,cmic,CMIC-PK-39,ABC Powder,Packing Plant,"Belt WH 674, First Floor",Packing Plant,,Active
cmic,extinguisher,cambodia,cmic,CMIC-RM-11,ABC Powder,Raw Mill,Reclaimer,Raw Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-KN-08,ABC Powder,Kiln,"Pfister Calciner (451-PF1),",Kiln,,Active
cmic,extinguisher,cambodia,cmic,CMIC-KN-09,ABC Powder,Kiln,Root Blower (451-BL 1& 2),Kiln,,Active
cmic,extinguisher,cambodia,cmic,CMIC-KN-13,ABC Powder,Kiln,Pfister Burner (481-PF1),Kiln,,Active
cmic,extinguisher,cambodia,cmic,CMIC-KN-18,ABC Powder,Kiln,Root Blower (481- BL 1&2),Kiln,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CR-08,ABC Powder,Crusher,291-AW1,Crusher,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CR-10,ABC Powder,Crusher,221-RC1,Crusher,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CM-01,ABC Powder,Cement Mill,511-BCA (Drive Pulley),Cement Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CM-20,CO₂,Cement Mill,Cement Mill Isolation Board,Cement Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CM-23,ABC Powder,Cement Mill,Gypsum Crusher,Cement Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CoS-05,ABC Powder,Coal Mill,Belt Conveyor L11-BC1,Coal Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CoS-19,ABC Powder,Coal Mill,Coal Crusher L11-RC1,Coal Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CoS-30,ABC Powder,Coal Mill,Coal Storage,Coal Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CoS-43,ABC Powder,Coal Mill,Coal Storage,Coal Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CoS-51,ABC Powder,Coal Mill,Coal Storage,Coal Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CoM-62,ABC Powder,Coal Mill,Belt Conveyor L21-BC1,Coal Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CoM-71,ABC Powder,Coal Mill,Belt Conveyor L21-BC3,Coal Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CoM-79,ABC Powder,Coal Mill,Drag Conveyor L61-CV1,Coal Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CoM-80,ABC Powder,Coal Mill,Drag Conveyor L61-CV1,Coal Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CoM-82,ABC Powder,Coal Mill,Rotary Feeder L61-RF1,Coal Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CoM-85,ABC Powder,Coal Mill,Screw Conveyor L61-SC5,Coal Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-MN-12,ABC Powder,Maintenance Workshop,Maintenance Workshop,Maintenance Workshop,,Active
cmic,extinguisher,cambodia,cmic,CMIC-MN-30,ABC Powder,Maintenance Workshop,Maintenance Workshop,Maintenance Workshop,,Active
cmic,extinguisher,cambodia,cmic,CMIC-MN-32,ABC Powder,Maintenance Workshop,Maintenance Workshop,Maintenance Workshop,,Active
cmic,extinguisher,cambodia,cmic,CMIC-MN-34,ABC Powder,Maintenance Workshop,Maintenance Workshop,Maintenance Workshop,,Active
cmic,extinguisher,cambodia,cmic,CMIC-EVE-02,ABC Powder,EVE,EVE,EVE,,Active
cmic,extinguisher,cambodia,cmic,CMIC-EVE-09,ABC Powder,EVE,EVE,EVE,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CN-08,ABC Powder,Canteen,Canteen,Canteen,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CN-10,ABC Powder,Canteen,Canteen,Canteen,,Active
cmic,extinguisher,cambodia,cmic,CMIC-ADM-03,ABC Powder,Admin Building,"Admin Building, GF",Admin Building,,Active
cmic,extinguisher,cambodia,cmic,CMIC-ADM-06,CO₂,Admin Building,"Admin Building, 1F",Admin Building,,Active
cmic,extinguisher,cambodia,cmic,CMIC-ADM-10,CO₂,Admin Building,"Admin Building, 2F",Admin Building,,Active
cmic,extinguisher,cambodia,cmic,CMIC-ADM-18,ABC Powder,Admin Building,Parking P9,Admin Building,,Active
cmic,extinguisher,cambodia,cmic,CMIC-ACC-03,BC Powder,Accomodation,Building A103,Accomodation,,Active
cmic,extinguisher,cambodia,cmic,CMIC-ACC-07,BC Powder,Accomodation,Building B101,Accomodation,,Active
cmic,extinguisher,cambodia,cmic,CMIC-ACC-27,BC Powder,Accomodation,Building D107,Accomodation,,Active
cmic,extinguisher,cambodia,cmic,CMIC-ACC-29,BC Powder,Accomodation,Building D109,Accomodation,,Active
cmic,extinguisher,cambodia,cmic,CMIC-ACC-39,ABC Powder,Accomodation,Building D203,Accomodation,,Active
cmic,extinguisher,cambodia,cmic,CMIC-ACC-60,ABC Powder,Accomodation,Building G01,Accomodation,,Active
cmic,extinguisher,cambodia,cmic,CMIC-ACC-61,ABC Powder,Accomodation,Building G06,Accomodation,,Active
cmic,extinguisher,cambodia,cmic,CMIC-ACC-67,ABC Powder,Accomodation,Building M01,Accomodation,,Active
cmic,extinguisher,cambodia,cmic,CMIC-ACC-72,ABC Powder,Accomodation,Building M06,Accomodation,,Active
cmic,extinguisher,cambodia,cmic,CMIC-ACC-77,ABC Powder,Accomodation,Building K101,Accomodation,,Active
cmic,extinguisher,cambodia,cmic,CMIC-QW-03,ABC Powder,Quarry,Quarry Workshop,Quarry,,Active
cmic,extinguisher,cambodia,cmic,CMIC-QW-14,ABC Powder,Quarry,Quarry Workshop,Quarry,,Active
cmic,extinguisher,cambodia,cmic,CMIC-QW-20,CO₂,Quarry,CAT Workshop,Quarry,,Active
cmic,extinguisher,cambodia,cmic,CMIC-QA-04,ABC Powder,QA,Physical Laboratory,QA,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SCP-01,ABC Powder,Securithy (OH&S),P4 Main Security Post,Securithy (OH&S),,Active
cmic,extinguisher,cambodia,cmic,CMIC-LG-06,ABC Powder,Logistic,Cement Warehouse,Logistic,,Active
cmic,extinguisher,cambodia,cmic,CMIC-LG-08,ABC Powder,Logistic,Cement Warehouse,Logistic,,Active
cmic,extinguisher,cambodia,cmic,CMIC-LG-13,ABC Powder,Logistic,Cement Warehouse,Logistic,,Active
cmic,extinguisher,cambodia,cmic,CMIC-WHR-06,ABC Powder,WHR,Turbine and Generator Buildng,WHR,,Active
cmic,extinguisher,cambodia,cmic,CMIC-WHR-14,CO₂,WHR,Turbine and Generator Buildng,WHR,,Active
cmic,extinguisher,cambodia,cmic,CMIC-WHR-15,CO₂,WHR,Turbine and Generator Buildng,WHR,,Active
cmic,extinguisher,cambodia,cmic,CMIC-WHR-17,ABC Powder,WHR,Turbine and Generator Buildng,WHR,,Active
cmic,extinguisher,cambodia,cmic,CMIC-WHR-24,CO₂,WHR,Water Treatment,WHR,,Active
cmic,extinguisher,cambodia,cmic,CMIC-PK-30,ABC Powder,Packing Plant,"Packer Area, First Floor",Packing Plant,,Active
cmic,extinguisher,cambodia,cmic,CMIC-PK-36,ABC Powder,Packing Plant,"Belt WH 671, First Floor",Packing Plant,,Active
cmic,extinguisher,cambodia,cmic,CMIC-PK-43,ABC Powder,Packing Plant,"Packing Plant Workshop, GF",Packing Plant,,Active
cmic,extinguisher,cambodia,cmic,CMIC-RM-13,ABC Powder,Raw Mill,"Impact Crusher, N/A",Raw Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-KN-23,ABC Powder,Kiln,Diesel Pump Station,Kiln,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CR-02,ABC Powder,Crusher,211-JC1,Crusher,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CM-05,ABC Powder,Cement Mill,511-BCC (Drive Pulley),Cement Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CM-09,ABC Powder,Cement Mill,511-BC2 (Drive Pulley),Cement Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CM-17,CO₂,Cement Mill,561-FN1 Cement Mill Fan,Cement Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CM-21,CO₂,Cement Mill,Cement Mill Isolation Board,Cement Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CM-26,ABC Powder,Cement Mill,531-BC1,Cement Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CM-27,ABC Powder,Cement Mill,561-BF1,Cement Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CM-30,ABC Powder,Cement Mill,561-BF3,Cement Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CoS-01,ABC Powder,Coal Mill,Belt Conveyor L11-BC1,Coal Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CoS-06,ABC Powder,Coal Mill,Belt Conveyor L11-BC1,Coal Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CoS-07,ABC Powder,Coal Mill,Belt Conveyor L11-BC1,Coal Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CoS-17,ABC Powder,Coal Mill,Coal Crusher L11-RC1,Coal Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CoS-22,ABC Powder,Coal Mill,Coal Crusher L11-RC1,Coal Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CoS-23,ABC Powder,Coal Mill,Coal Storage,Coal Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CoS-36,ABC Powder,Coal Mill,Coal Storage,Coal Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CoS-46,ABC Powder,Coal Mill,Coal Storage,Coal Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CoS-47,ABC Powder,Coal Mill,Coal Storage,Coal Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CoS-48,ABC Powder,Coal Mill,Coal Storage,Coal Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CoS-55,ABC Powder,Coal Mill,Coal Storage,Coal Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CoM-57,ABC Powder,Coal Mill,Belt Conveyor L21-BC1,Coal Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CoM-58,ABC Powder,Coal Mill,Belt Conveyor L21-BC1,Coal Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CoM-65,ABC Powder,Coal Mill,Belt Conveyor L21-BC2,Coal Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CoM-67,ABC Powder,Coal Mill,Belt Conveyor L21-BC2,Coal Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CoM-70,ABC Powder,Coal Mill,Belt Conveyor L21-BC2,Coal Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CoM-81,ABC Powder,Coal Mill,Rotary Feeder L61-RF1,Coal Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CoM-86,ABC Powder,Coal Mill,Screw Conveyor L61-SC5,Coal Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-MN-04,ABC Powder,Maintenance Workshop,Maintenance Workshop,Maintenance Workshop,,Active
cmic,extinguisher,cambodia,cmic,CMIC-MN-07,ABC Powder,Maintenance Workshop,Maintenance Workshop,Maintenance Workshop,,Active
cmic,extinguisher,cambodia,cmic,CMIC-MN-28,ABC Powder,Maintenance Workshop,Maintenance Workshop,Maintenance Workshop,,Active
cmic,extinguisher,cambodia,cmic,CMIC-MN-31,ABC Powder,Maintenance Workshop,Maintenance Workshop,Maintenance Workshop,,Active
cmic,extinguisher,cambodia,cmic,CMIC-MN-33,ABC Powder,Maintenance Workshop,Maintenance Workshop,Maintenance Workshop,,Active
cmic,extinguisher,cambodia,cmic,CMIC-LR-02,CO₂,Preventive Maintenance,Lubrication Room,Preventive Maintenance,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CN-02,ABC Powder,Canteen,Canteen,Canteen,,Active
cmic,extinguisher,cambodia,cmic,CMIC-ADM-11,ABC Powder,Admin Building,"Admin Building, 2F",Admin Building,,Active
cmic,extinguisher,cambodia,cmic,CMIC-ADM-15,ABC Powder,Admin Building,"Water treatment building, GF",Admin Building,,Active
cmic,extinguisher,cambodia,cmic,CMIC-ADM-16,ABC Powder,Admin Building,Parking  P9,Admin Building,,Active
cmic,extinguisher,cambodia,cmic,CMIC-ADM-19,CO₂,Admin Building,Parking P9,Admin Building,,Active
cmic,extinguisher,cambodia,cmic,CMIC-ACC-01,BC Powder,Accomodation,Building A101,Accomodation,,Active
cmic,extinguisher,cambodia,cmic,CMIC-ACC-15,BC Powder,Accomodation,Building C103,Accomodation,,Active
cmic,extinguisher,cambodia,cmic,CMIC-ACC-18,ABC Powder,Accomodation,Building C106,Accomodation,,Active
cmic,extinguisher,cambodia,cmic,CMIC-ACC-38,ABC Powder,Accomodation,Building D202,Accomodation,,Active
cmic,extinguisher,cambodia,cmic,CMIC-ACC-42,BC Powder,Accomodation,Building D206,Accomodation,,Active
cmic,extinguisher,cambodia,cmic,CMIC-ACC-47,ABC Powder,Accomodation,Building D211,Accomodation,,Active
cmic,extinguisher,cambodia,cmic,CMIC-ACC-49,BC Powder,Accomodation,Building D213,Accomodation,,Active
cmic,extinguisher,cambodia,cmic,CMIC-ACC-54,ABC Powder,Accomodation,Dining Building (Outside),Accomodation,,Active
cmic,extinguisher,cambodia,cmic,CMIC-ACC-65,ABC Powder,Accomodation,Building J01,Accomodation,,Active
cmic,extinguisher,cambodia,cmic,CMIC-ACC-74,ABC Powder,Accomodation,Building L26,Accomodation,,Active
cmic,extinguisher,cambodia,cmic,CMIC-QW-10,ABC Powder,Quarry,Quarry Workshop,Quarry,,Active
cmic,extinguisher,cambodia,cmic,CMIC-QW-16,ABC Powder,Quarry,UMG Workshop,Quarry,,Active
cmic,extinguisher,cambodia,cmic,CMIC-QW-21,ABC Powder,Quarry,Explosive Magazine,Quarry,,Active
cmic,extinguisher,cambodia,cmic,CMIC-QW-24,ABC Powder,Quarry,Explosive Magazine,Quarry,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SCP-03,ABC Powder,Securithy (OH&S),P9 West Gate,Securithy (OH&S),,Active
cmic,extinguisher,cambodia,cmic,CMIC-CIT-04,ABC Powder,OH&S,CITTIC,OH&S,,Active
cmic,extinguisher,cambodia,cmic,CMIC-LG-03,ABC Powder,Logistic,Cement Warehouse,Logistic,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CCR-01,ABC Powder,CCR Building,First Floor ,CCR Building,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CCR-20,CO₂,CCR Building,Ground Floor,CCR Building,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CCR-23,CO₂,CCR Building,Ground Floor,CCR Building,,Active
cmic,extinguisher,cambodia,cmic,CMIC-WHR-08,ABC Powder,WHR,Turbine and Generator Buildng,WHR,,Active
cmic,extinguisher,cambodia,cmic,CMIC-WHR-20,CO₂,WHR,Cooling Tower,WHR,,Active
cmic,extinguisher,cambodia,cmic,CMIC-WHR-33,CO₂,WHR,Pump House Control Room,WHR,,Active
cmic,extinguisher,cambodia,cmic,CMIC-PK-05,ABC Powder,Packing Plant,"Empty Bag Area, Groundfloor",Packing Plant,,Active
cmic,extinguisher,cambodia,cmic,CMIC-PK-08,ABC Powder,Packing Plant,"Empty Bag Area, Groundfloor",Packing Plant,,Active
cmic,extinguisher,cambodia,cmic,CMIC-PK-14,ABC Powder,Packing Plant,"Truck Loading Area, Groundfloor",Packing Plant,,Active
cmic,extinguisher,cambodia,cmic,CMIC-PK-16,ABC Powder,Packing Plant,"Truck Loading Area, Groundfloor",Packing Plant,,Active
cmic,extinguisher,cambodia,cmic,CMIC-PK-27,ABC Powder,Packing Plant,"Packer Area, First Floor",Packing Plant,,Active
cmic,extinguisher,cambodia,cmic,CMIC-PK-32,ABC Powder,Packing Plant,"Packer Area, First Floor",Packing Plant,,Active
cmic,extinguisher,cambodia,cmic,CMIC-PK-38,ABC Powder,Packing Plant,"Belt WH 673, First Floor",Packing Plant,,Active
cmic,extinguisher,cambodia,cmic,CMIC-PK-40,ABC Powder,Packing Plant,"Belt WH 675, First Floor",Packing Plant,,Active
cmic,extinguisher,cambodia,cmic,CMIC-RM-03,ABC Powder,Raw Mill,Raw Mill,Raw Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-RM-07,ABC Powder,Raw Mill,331-BC2,Raw Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-KN-16,ABC Powder,Kiln,Pfister Burner (481-PF1),Kiln,,Active
cmic,extinguisher,cambodia,cmic,CMIC-KN-20,ABC Powder,Kiln,Cooler Hydraulic,Kiln,,Active
cmic,extinguisher,cambodia,cmic,CMIC-KN-24,ABC Powder,Kiln,Diesel Pump Station,Kiln,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CR-01,ABC Powder,Crusher,LS.CCR,Crusher,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CR-04,ABC Powder,Crusher,241-BC2,Crusher,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CM-06,ABC Powder,Cement Mill,511-BCC (Drive Pulley),Cement Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CM-12,ABC Powder,Cement Mill,Cement Mill Lubrication Room,Cement Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CM-14,ABC Powder,Cement Mill,Cement Mill Lubrication Room,Cement Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CM-19,CO₂,Cement Mill,Cement Mill Isolation Board,Cement Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CM-24,ABC Powder,Cement Mill,K91-BC2 Gymsum High grade,Cement Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CoS-13,ABC Powder,Coal Mill,Coal Crusher L11-RC1,Coal Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CoS-14,ABC Powder,Coal Mill,Coal Crusher L11-RC1,Coal Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CoS-18,ABC Powder,Coal Mill,Coal Crusher L11-RC1,Coal Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CoS-20,ABC Powder,Coal Mill,Coal Crusher L11-RC1,Coal Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CoS-26,ABC Powder,Coal Mill,Coal Storage,Coal Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CoS-31,ABC Powder,Coal Mill,Coal Storage,Coal Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CoS-32,ABC Powder,Coal Mill,Coal Storage,Coal Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CoS-35,ABC Powder,Coal Mill,Coal Storage,Coal Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CoS-42,ABC Powder,Coal Mill,Coal Storage,Coal Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CoS-45,ABC Powder,Coal Mill,Coal Storage,Coal Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CoS-53,ABC Powder,Coal Mill,Coal Storage,Coal Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CoM-84,ABC Powder,Coal Mill,Mill Ground Floor,Coal Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CoM-89,ABC Powder,Coal Mill,"Screw Conveyor L61-SC1,2,3&4",Coal Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CoM-90,ABC Powder,Coal Mill,"Screw Conveyor L61-SC1,2,3&4",Coal Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CoM-91,ABC Powder,Coal Mill,Screw Pump L61-PP1,Coal Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CoM-92,ABC Powder,Coal Mill,Screw Pump L61-PP1,Coal Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-AC-02,CO₂,Air Compressor Room,Air Compressor Raw Mill,Air Compressor Room,,Active
