site,type,country,bu,id,kind,owner,place,holder,registerDate,status
cmic,hydrant,cambodia,cmic,CMIC-H-LG-01,Fire Indoor hydrant,Logistic,,Logistic,,
cmic,hydrant,cambodia,cmic,CMIC-H-LG-02,Fire Indoor hydrant,Logistic,,Logistic,,
cmic,hydrant,cambodia,cmic,CMIC-H-ECO-01,Fire Indoor hydrant,Eco Cycle,,Eco Cycle,,
cmic,hydrant,cambodia,cmic,CMIC-H-ECO-02,Fire Indoor hydrant,Eco Cycle,,Eco Cycle,,
cmic,hydrant,cambodia,cmic,CMIC-H-ECO-03,Fire Indoor hydrant,Eco Cycle,,Eco Cycle,,
cmic,hydrant,cambodia,cmic,CMIC-H-ECO-04,Fire Indoor hydrant,Eco Cycle,,Eco Cycle,,
cmic,hydrant,cambodia,cmic,CMIC-H-ECO-05,Fire Indoor hydrant,Eco Cycle,,Eco Cycle,,
cmic,hydrant,cambodia,cmic,CMIC-H-ECO-06,Fire Indoor hydrant,Eco Cycle,,Eco Cycle,,
cmic,hydrant,cambodia,cmic,CMIC-H-ECO-08,Fire Indoor hydrant,Eco Cycle,,Eco Cycle,,
cmic,hydrant,cambodia,cmic,CMIC-H-ECO-09,Fire Indoor hydrant,Eco Cycle,,Eco Cycle,,
cmic,hydrant,cambodia,cmic,CMIC-H-ECO-10,Fire Indoor hydrant,Eco Cycle,,Eco Cycle,,
cmic,hydrant,cambodia,cmic,CMIC-H-ECO-11,Fire Indoor hydrant,Eco Cycle,,Eco Cycle,,
cmic,hydrant,cambodia,cmic,CMIC-H-ECO-12,Fire Indoor hydrant,Eco Cycle,,Eco Cycle,,
cmic,hydrant,cambodia,cmic,CMIC-H-ECO-13,Fire Indoor hydrant,Eco Cycle,,Eco Cycle,,
cmic,hydrant,cambodia,cmic,CMIC-H-ECO-14,Fire Indoor hydrant,Eco Cycle,,Eco Cycle,,
cmic,hydrant,cambodia,cmic,CMIC-H-ECO-15,Fire Indoor hydrant,Eco Cycle,,Eco Cycle,,
cmic,hydrant,cambodia,cmic,CMIC-H-ECO-16,Fire Indoor hydrant,Eco Cycle,,Eco Cycle,,
cmic,hydrant,cambodia,cmic,CMIC-H-ECO-17,Fire Indoor hydrant,Eco Cycle,,Eco Cycle,,
cmic,hydrant,cambodia,cmic,CMIC-H-ECO-18,Fire Indoor hydrant,Eco Cycle,,Eco Cycle,,
cmic,hydrant,cambodia,cmic,CMIC-H-ECO-19,Fire Indoor hydrant,Eco Cycle,,Eco Cycle,,
cmic,hydrant,cambodia,cmic,CMIC-H-ECO-20,Fire Indoor hydrant,Eco Cycle,,Eco Cycle,,
cmic,hydrant,cambodia,cmic,CMIC-H-SHV-01,Fire Indoor hydrant,Eco Cycle warehouse SHV,,Eco Cycle warehouse SHV,,
cmic,hydrant,cambodia,cmic,CMIC-H-SHV-02,Fire Indoor hydrant,Eco Cycle warehouse SHV,,Eco Cycle warehouse SHV,,
cmic,hydrant,cambodia,cmic,CMIC-H-KS-01,Fire Indoor hydrant,Warehouse Kour srov,,Warehouse Kour srov,,
cmic,hydrant,cambodia,cmic,CMIC-H-KS-02,Fire Indoor hydrant,Warehouse Kour srov,,Warehouse Kour srov,,
cmic,hydrant,cambodia,cmic,CMIC-H-PK-01,Fire Indoor hydrant,Packing plant,,Packing plant,,
cmic,hydrant,cambodia,cmic,CMIC-H-PK-02,Fire Indoor hydrant,Packing plant,,Packing plant,,
cmic,hydrant,cambodia,cmic,CMIC-H-PK-03,Fire Indoor hydrant,Packing plant,,Packing plant,,
cmic,hydrant,cambodia,cmic,CMIC-H-PK-04,Fire Indoor hydrant,Packing plant,,Packing plant,,
cmic,hydrant,cambodia,cmic,CMIC-H-PK-05,Fire Indoor hydrant,Packing plant,,Packing plant,,
cmic,hydrant,cambodia,cmic,CMIC-H-PK-06,Fire Indoor hydrant,Packing plant,,Packing plant,,
cmic,hydrant,cambodia,cmic,CMIC-H-PK-07,Fire Indoor hydrant,Packing plant,,Packing plant,,
cmic,harness,cambodia,cmic,CMIC-Test-Harness,Fire Indoor hydrant,Packing plant,,Packing plant,,
cmic,socket,cambodia,cmic,CMIC-Test-Socket,Fire Indoor hydrant,Packing plant,,Packing plant,,
